url,title,locations,entity_address,keyword_top10,sentences,self_defined_category
http://julialkpkpk.pixnet.net/blog/post/467050598,【桃園-復興區】2019拉拉山恩愛農場櫻花季,"['桃園', '復興區', '拉拉山恩愛農場']","[{'address': '桃園市復興區華陵里上巴陵中心路143號', 'location': {'lon': '121.4155975', 'lat': '24.6890459'}}]","[{'tfidf': 0.54838, 'word': '富士櫻'}, {'tfidf': 0.32903, 'word': '恩愛農場'}, {'word': '櫻花', 'tfidf': 0.32903}, {'word': '復興區', 'tfidf': 0.21935}, {'tfidf': 0.21935, 'word': '拉拉山恩愛農場'}, {'word': '停車場', 'tfidf': 0.21935}, {'word': '千島', 'tfidf': 0.21935}, {'word': '2019', 'tfidf': 0.21935}, {'word': '拉拉山', 'tfidf': 0.12117}, {'tfidf': 0.11481, 'word': '巴陵'}]","['富士櫻', '恩愛農場', '櫻花', '復興區', '拉拉山恩愛農場', '停車場', '千島', '2019', '拉拉山', '巴陵']",自然景觀
http://s045488.pixnet.net/blog/post/467800979,"【桃園秘境景點】蘆竹坑子溪休閒農業區(坑子土角厝),IG拍照打卡秘境,山腳鹿場水鹿之家順遊景點","['桃園', '蘆竹', '休閒農業區', '鹿場']","[{'location': {'lon': 121.322423, 'lat': 25.078459}, 'address': '桃園市蘆竹區山林路三段299號'}]","[{'word': '坑子', 'tfidf': 0.3146}, {'tfidf': 0.24469, 'word': '景點'}, {'word': '土埆厝', 'tfidf': 0.24469}, {'word': '蘆竹', 'tfidf': 0.20973}, {'tfidf': 0.20973, 'word': '桃園'}, {'word': '打卡', 'tfidf': 0.14376}, {'tfidf': 0.13982, 'word': '停車'}, {'tfidf': 0.10804, 'word': '拍照'}, {'word': '山腳', 'tfidf': 0.10487}, {'tfidf': 0.10487, 'word': '鹿場'}]","['坑子', '景點', '土埆厝', '蘆竹', '桃園', '打卡', '停車', '拍照', '山腳', '鹿場']",自然景觀
http://sai083.pixnet.net/blog/post/350173642,台中大甲 京棧鍋物｜CP值超高的吃到飽火鍋店！肉品量多十足、蔬菜配料隨你吃！,"['台中', '大甲']","[{'location': {'lon': 120.6258251, 'lat': 24.3436976}, 'address': '台中市大甲區大甲里中山路一段923號'}]","[{'word': '鍋物', 'tfidf': 0.24523}, {'tfidf': 0.22479, 'word': '京棧'}, {'tfidf': 0.21808, 'word': '大甲'}, {'tfidf': 0.16348, 'word': '推薦'}, {'word': 'ntd', 'tfidf': 0.16348}, {'tfidf': 0.13017, 'word': '口感'}, {'tfidf': 0.12261, 'word': 'cp值'}, {'tfidf': 0.12261, 'word': 'cp'}, {'tfidf': 0.10218, 'word': '停車'}, {'word': '新鮮', 'tfidf': 0.10218}]","['鍋物', '京棧', '大甲', '推薦', 'ntd', '口感', 'cp值', 'cp', '停車', '新鮮']",其它
http://sai083.pixnet.net/blog/post/349786654,台北餐酒館 Waiting Bistro｜藏匿於忠孝復興的餐酒館，餐點份量大、CP值高！推薦必吃青醬雞肉義大利麵 ♥ 捷運美食、捷運忠孝復興站,['捷運忠孝復興站'],"[{'address': '台北市大安區忠孝東路三段251巷13弄6號', 'location': {'lon': '121.541933', 'lat': '25.043811'}}]","[{'tfidf': 0.25062, 'word': '忠孝復興'}, {'tfidf': 0.25062, 'word': '捷運'}, {'word': '餐酒館', 'tfidf': 0.22556}, {'word': 'bistro', 'tfidf': 0.17544}, {'tfidf': 0.15037, 'word': '青醬'}, {'tfidf': 0.15037, 'word': '整體'}, {'tfidf': 0.15037, 'word': 'waiting'}, {'tfidf': 0.15037, 'word': 'ntd'}, {'word': '美食', 'tfidf': 0.13349}, {'word': '吃起來', 'tfidf': 0.12531}]","['忠孝復興', '捷運', '餐酒館', 'bistro', '青醬', '整體', 'waiting', 'ntd', '美食', '吃起來']",其它
http://car0126.pixnet.net/blog/post/41910022,2018台中梅花隧道》假日何處去 台中賞梅秘境 在滿滿的梅花隧道裡漫遊【旅人狂潮@玩拍札記】,"['台中', '梅花']","[{'location': {'lat': 24.1594524, 'lon': 120.8639145}, 'address': '台中市新社區福興里美林43號'}]","[{'tfidf': 0.52552, 'word': '梅花'}, {'tfidf': 0.41203, 'word': '隧道'}, {'tfidf': 0.20377, 'word': '盛開'}, {'word': '賞梅', 'tfidf': 0.16981}, {'tfidf': 0.16981, 'word': '鮭魚'}, {'tfidf': 0.16981, 'word': '花況'}, {'tfidf': 0.16216, 'word': '小木屋'}, {'word': '葡萄', 'tfidf': 0.15333}, {'tfidf': 0.13585, 'word': '國小'}, {'word': '感覺', 'tfidf': 0.13585}]","['梅花', '隧道', '盛開', '賞梅', '鮭魚', '花況', '小木屋', '葡萄', '國小', '感覺']",自然景觀
http://eeooa0314.pixnet.net/blog/post/467856989,2019桃園親子露營 ▶ 綠果子休憩站 ▶ 免搭帳、免裝備、有冷氣露營 星空屋、水管屋、熊帳 大沙坑、溜滑梯、戲水池 新手露營、懶人露營 順遊大溪老街!,"['桃園', '大溪老街']","[{'location': {'lat': '24.8709011', 'lon': '121.3047027'}, 'address': '桃園市大溪區美山路一段166巷65號'}]","[{'tfidf': 0.46847, 'word': '露營'}, {'tfidf': 0.25042, 'word': '空屋'}, {'tfidf': 0.19086, 'word': '裝備'}, {'tfidf': 0.1661, 'word': '休憩'}, {'tfidf': 0.15616, 'word': '空間'}, {'tfidf': 0.13881, 'word': '水管屋'}, {'tfidf': 0.13881, 'word': '選擇'}, {'word': '果子', 'tfidf': 0.128}, {'word': '免搭帳', 'tfidf': 0.12146}, {'tfidf': 0.12146, 'word': '熊帳'}]","['露營', '空屋', '裝備', '休憩', '空間', '水管屋', '選擇', '果子', '免搭帳', '熊帳']",自然景觀
http://cindypark.cc/blog/post/32255398,【台中后里櫻花】2018泰安櫻花季｜浪漫夜櫻點亮全台最美派出所，泰安派出所櫻花正火紅 (夜櫻篇),"['台中', '后里', '泰安']","[{'location': {'lon': '120.7135608', 'lat': '24.3288491'}, 'address': '台中市后里區安眉路1號'}]","[{'tfidf': 0.53729, 'word': '櫻花'}, {'tfidf': 0.40297, 'word': '泰安派出所'}, {'tfidf': 0.3582, 'word': '泰安櫻花'}, {'tfidf': 0.31342, 'word': '夜櫻'}, {'word': '后里', 'tfidf': 0.2968}, {'tfidf': 0.26865, 'word': 'js'}, {'word': '2018', 'tfidf': 0.22387}, {'tfidf': 0.22387, 'word': 'window'}, {'tfidf': 0.22387, 'word': 'push'}, {'word': 'id', 'tfidf': 0.1791}]","['櫻花', '泰安派出所', '泰安櫻花', '夜櫻', '后里', 'js', '2018', 'window', 'push', 'id']",自然景觀
http://su327396.pixnet.net/blog/post/119692173,2019台南國際芒果節 夏日的紅寶石 台南好芒 玉井芒果節｜台南玉井景點美食,"['台南', '玉井']","[{'address': '台南市玉井區中正路21號', 'location': {'lon': '120.4593208', 'lat': '23.1219141'}}]","[{'tfidf': 0.63243, 'word': '芒果'}, {'tfidf': 0.17711, 'word': '活動'}, {'tfidf': 0.15497, 'word': '地點'}, {'word': '市場', 'tfidf': 0.15497}, {'word': '老闆', 'tfidf': 0.15497}, {'word': '台南', 'tfidf': 0.14364}, {'tfidf': 0.12684, 'word': '青果'}, {'word': '9:00', 'tfidf': 0.11069}, {'word': '上午', 'tfidf': 0.09247}, {'word': '玉井', 'tfidf': 0.0897}]","['芒果', '活動', '地點', '市場', '老闆', '台南', '青果', '9:00', '上午', '玉井']",娛樂購物
http://ashleyliao.pixnet.net/blog/post/458376692,2018台北、新北、基隆(大台北、北北基)必去景點！踩點IG、FB的熱門打卡景點！無車族、靠著大眾交通工具也可以玩遍北北基！(努力持續新增中...),"['台北', '新北', '基隆']","[{'location': {'lat': '25.0106029', 'lon': '121.5324'}, 'address': '台北市中正區汀州路三段230巷14弄2號'}, {'location': {'lon': '121.539405', 'lat': '24.9333339'}, 'address': '新北市新店區湖子內路100號'}, {'address': '台北市信義區松勤街50號', 'location': {'lat': '25.0317929', 'lon': '121.5621201'}}, {'location': {'lat': '25.0371413', 'lon': '121.5662757'}, 'address': '台北市信義區松智路75號'}, {'address': '台北市士林區承德路五段55號', 'location': {'lon': '121.514612', 'lat': '25.0940015'}}, {'location': {'lon': '121.5288152', 'lat': '25.0438572'}, 'address': '台北市中正區八德路一段1號'}, {'location': {'lon': '121.5615569', 'lat': '25.1563268'}, 'address': '台北市士林區菁山路101巷246號'}, {'location': {'lon': '121.495846', 'lat': '25.122771'}, 'address': '台北市北投區大業路65巷89號'}, {'location': {'lon': '121.618229', 'lat': '25.0681063'}, 'address': '台北市內湖區康樂街3號'}, {'location': {'lat': '25.1402569', 'lon': '121.8000036'}, 'address': '基隆市中正區北寧路371號'}, {'location': {'lon': '121.5772716', 'lat': '25.0592533'}, 'address': '台北市內湖區新湖一路200號'}, {'location': {'lon': '121.369219', 'lat': '24.934822'}, 'address': '新北市三峽區中山路20巷3號'}, {'location': {'lon': '121.514332', 'lat': '25.0250745'}, 'address': '台北市中正區詔安街29號'}, {'location': {'lon': '121.5075196', 'lat': '24.9810837'}, 'address': '新北市中和區工專路111號'}, {'location': {'lon': '121.5501139', 'lat': '25.0339984'}, 'address': '台北市大安區仁愛路四段122巷56號'}, {'location': {'lon': 121.558359, 'lat': 25.059487}, 'address': '台北市大安區民生東路五段69巷2-2號'}, {'location': {'lat': '25.059665', 'lon': '121.529013'}, 'address': '台北市中山區中原街91號'}, {'location': {'lat': '25.0024443', 'lon': '121.4557435'}, 'address': '新北市板橋區貴興路117號'}, {'location': {'lon': '121.5296094', 'lat': '25.0685824'}, 'address': '台北市中山區新生北路三段105號'}]","[{'tfidf': 0.33914, 'word': '到達'}, {'tfidf': 0.3203, 'word': '景點'}, {'word': '車族', 'tfidf': 0.28262}, {'word': '遊玩', 'tfidf': 0.25436}, {'tfidf': 0.25436, 'word': '小記'}, {'word': '捷運', 'tfidf': 0.21667}, {'word': '地址', 'tfidf': 0.16324}, {'tfidf': 0.16021, 'word': '台北市'}, {'tfidf': 0.16015, 'word': '分鐘'}, {'word': '日期', 'tfidf': 0.14932}]","['到達', '景點', '車族', '遊玩', '小記', '捷運', '地址', '台北市', '分鐘', '日期']",其它
http://mei30530.pixnet.net/blog/post/467791472,【桃園中壢】南方莊園渡假飯店－大型綠地滑水道|小小戰鬥營‧體驗萌兵生活|兒童遊樂設施|SPA泳池|健身房|台灣必住夢幻親子渡假飯店推薦(合作),"['桃園', '中壢', '南方莊園渡假飯店', '台灣']","[{'location': {'lon': '121.178182', 'lat': '24.967673'}, 'address': '桃園市中壢區樹籽路8號'}]","[{'tfidf': 0.19815, 'word': '飯店'}, {'tfidf': 0.11889, 'word': '滑水'}, {'tfidf': 0.10817, 'word': '小朋友'}, {'word': '喜歡', 'tfidf': 0.09247}, {'tfidf': 0.08028, 'word': '渡假'}, {'tfidf': 0.07926, 'word': '設施'}, {'tfidf': 0.07926, 'word': '南方莊園'}, {'tfidf': 0.07926, 'word': '精緻'}, {'word': '餐廳', 'tfidf': 0.07926}, {'tfidf': 0.06605, 'word': '桃園'}]","['飯店', '滑水', '小朋友', '喜歡', '渡假', '設施', '南方莊園', '精緻', '餐廳', '桃園']",其它
http://enlife.pixnet.net/blog/post/119528929,台北IG｜藝所書店 . 青鳥：宛如美術館般的書屋，隱身在那不起眼的大樓裡！從書籍的收藏到空間設計都很不簡單，值得喜愛它的人輕聲探訪。,"['台北', '美術館']","[{'location': {'lat': 25.0678772, 'lon': 121.5926246}, 'address': '台北市內湖區寶湖里13鄰民權東路六段180巷10弄6號'}]","[{'word': '書店', 'tfidf': 0.53202}, {'tfidf': 0.40684, 'word': '青鳥'}, {'tfidf': 0.37554, 'word': '藝所'}, {'tfidf': 0.25036, 'word': '空間'}, {'tfidf': 0.15648, 'word': '台灣'}, {'tfidf': 0.15648, 'word': '一樓'}, {'tfidf': 0.12518, 'word': '美學'}, {'word': '咖啡', 'tfidf': 0.10184}, {'tfidf': 0.09389, 'word': '藝廊'}, {'word': '看過', 'tfidf': 0.09389}]","['書店', '青鳥', '藝所', '空間', '台灣', '一樓', '美學', '咖啡', '藝廊', '看過']",人文藝術
http://sisy1017.pixnet.net/blog/post/119692764,【宜蘭親子民宿】幾度咖啡莊園民宿~充滿度假氛圍的森林系木屋民宿，還有游泳池、BBQ和手沖咖啡DIY~梅花湖/寒溪部落,"['宜蘭', '梅花']","[{'address': '宜蘭縣大同鄉寒溪村古魯巷1-22號', 'location': {'lon': 121.683496, 'lat': 24.593283}}]","[{'word': '民宿', 'tfidf': 0.40247}, {'tfidf': 0.2385, 'word': '幾度咖啡'}, {'tfidf': 0.2385, 'word': '莊園'}, {'tfidf': 0.13416, 'word': '宜蘭'}, {'tfidf': 0.10434, 'word': '充滿'}, {'word': '氛圍', 'tfidf': 0.08944}, {'tfidf': 0.08944, 'word': '手沖咖啡'}, {'tfidf': 0.08944, 'word': '親子民宿'}, {'word': '準備', 'tfidf': 0.08944}, {'word': '餐廳', 'tfidf': 0.07453}]","['民宿', '幾度咖啡', '莊園', '宜蘭', '充滿', '氛圍', '手沖咖啡', '親子民宿', '準備', '餐廳']",其它
http://timmyblog.cc/blog/post/466862003,新竹.凱悅YES.KTV唱歌推薦|超多抖音神曲讓你歡唱(大陸歌.包廂消費計費方式.食物菜單.停車場資訊.經國路地址電話營業時間.體驗)--踢小米的玩樂,['新竹'],"[{'location': {'lat': '24.8145017', 'lon': '120.979582'}, 'address': '新竹市經國路一段375號'}]","[{'tfidf': 0.20177, 'word': '凱悅'}, {'word': '抖音', 'tfidf': 0.20177}, {'word': '包廂', 'tfidf': 0.20177}, {'tfidf': 0.20177, 'word': 'ktv'}, {'tfidf': 0.17322, 'word': '神曲'}, {'tfidf': 0.16792, 'word': '新竹'}, {'tfidf': 0.15467, 'word': '小米'}, {'tfidf': 0.15133, 'word': 'yes'}, {'word': '計費', 'tfidf': 0.12611}, {'word': '不錯', 'tfidf': 0.12611}]","['凱悅', '抖音', '包廂', 'ktv', '神曲', '新竹', '小米', 'yes', '計費', '不錯']",娛樂購物
http://eeooa0314.pixnet.net/blog/post/467270915,2019宜蘭露營秘境 ▶ 那一村 Nayi Villa ▶ 免搭帳、免裝備豪華親子露營、懶人露營 帳篷內有獨立衛浴 划船、溪邊抓魚、戲水、烤肉!,"['宜蘭', '帳篷內']","[{'location': {'lat': 24.7857604, 'lon': 121.6814914}, 'address': '宜蘭縣礁溪鄉二結村二結路8-2號'}]","[{'tfidf': 0.41703, 'word': '露營'}, {'tfidf': 0.27802, 'word': '那一村'}, {'tfidf': 0.27802, 'word': '豪華'}, {'word': '帳蓬', 'tfidf': 0.20851}, {'tfidf': 0.16218, 'word': '樂趣'}, {'tfidf': 0.15769, 'word': '入住'}, {'tfidf': 0.13901, 'word': '裝備'}, {'tfidf': 0.13901, 'word': '體驗'}, {'tfidf': 0.13901, 'word': '選擇'}, {'tfidf': 0.11997, 'word': '烤肉'}]","['露營', '那一村', '豪華', '帳蓬', '樂趣', '入住', '裝備', '體驗', '選擇', '烤肉']",自然景觀
http://bajenny.com/blog/post/44724853,《寒假最優快閃限期二天半》假日房價當平日賣Ｘ大空間房型舒適寬敞Ｘ男女三溫暖泡湯Ｘ早餐公正包子吃到飽~網友推薦必住花蓮飯店的煙波大飯店！,['花蓮'],"[{'location': {'lat': '23.9721419', 'lon': '121.594072'}, 'address': '花蓮市德安一街213號'}]","[{'word': '花蓮', 'tfidf': 0.15765}, {'tfidf': 0.15765, 'word': '專案'}, {'tfidf': 0.15765, 'word': '飯店'}, {'tfidf': 0.12282, 'word': '早餐'}, {'word': '訂房', 'tfidf': 0.11823}, {'tfidf': 0.1051, 'word': '三溫暖'}, {'word': '設施', 'tfidf': 0.1051}, {'tfidf': 0.09638, 'word': '假日'}, {'word': '三天兩夜', 'tfidf': 0.09196}, {'tfidf': 0.08942, 'word': '入住'}]","['花蓮', '專案', '飯店', '早餐', '訂房', '三溫暖', '設施', '假日', '三天兩夜', '入住']",其它
http://anrine910070.pixnet.net/blog/post/219962417,【台北景點推薦】2019超人氣台北旅遊捷運景點＆台北一日遊好玩路線攻略,['台北'],"[{'location': {'lat': '25.0435666', 'lon': '121.5141619'}, 'address': '台北市中正區襄陽路25號'}]","[{'tfidf': 0.5766, 'word': '景點'}, {'tfidf': 0.34596, 'word': '一日遊'}, {'tfidf': 0.2883, 'word': '路線'}, {'tfidf': 0.21473, 'word': '台北'}, {'tfidf': 0.21142, 'word': '台北旅遊'}, {'word': '午餐', 'tfidf': 0.1827}, {'word': '捷運', 'tfidf': 0.15376}, {'word': '晚餐', 'tfidf': 0.14734}, {'word': '推薦', 'tfidf': 0.13454}, {'tfidf': 0.13454, 'word': '101'}]","['景點', '一日遊', '路線', '台北', '台北旅遊', '午餐', '捷運', '晚餐', '推薦', '101']",其它
